iReady_Admin,Subject,Student ID,Student Grade,Academic Year,Enrolled,Sex,Hispanic or Latino,Race,English Language Learner,Special Education,Economically Disadvantaged,Migrant,Class(es),Class Teacher(s),Report Group(s),Start Date,Completion Date,Baseline Diagnostic (Y/N),Most Recent Diagnostic (Y/N),Duration (min),Rush Flag,Overall Scale Score,Overall Placement,Overall Relative Placement,Percentile,Grouping,Lexile Measure,Lexile Range,Phonological Awareness Scale Score,Phonological Awareness Placement,Phonological Awareness Relative Placement,Phonics Scale Score,Phonics Placement,Phonics Relative Placement,High-Frequency Words Scale Score,High-Frequency Words Placement,High-Frequency Words Relative Placement,Vocabulary Scale Score,Vocabulary Placement,Vocabulary Relative Placement,Reading Comprehension: Overall Scale Score,Reading Comprehension: Overall Placement,Reading Comprehension: Overall Relative Placement,Reading Comprehension: Literature Scale Score,Reading Comprehension: Literature Placement,Reading Comprehension: Literature Relative Placement,Reading Comprehension: Informational Text Scale Score,Reading Comprehension: Informational Text Placement,Reading Comprehension: Informational Text Relative Placement,Diagnostic Gain,Annual Typical Growth Measure,Annual Stretch Growth Measure,Percent Progress to Annual Typical Growth (%),Percent Progress to Annual Stretch Growth (%),Mid On Grade Level Scale Score,Reading Difficulty Indicator (Y/N)
iReady 4,ELA,1822017,7,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Current Events 7 - Joyner - Period 3-639230c7d60ac242f53d6983; ELA 7 - McMillan - Period 8-6306414edec4186a935552a4; Homeroom 7 - Robinson - Homeroom MS-62c47c737082816f437258d1; Mathematics 7 - DiPierro - Period 13-630647b14839ae3b4b0b9d2b; Music 7 - Villamil Gomez - Period 3-63065c114d1c76105a6c2ef9; Science 7 - Kelley - Period 5-63064681dbb9dd4f943007a3; Social Studies, History, and Geography 7 - Erstein - Period 7-63065a5c19a57649536a7387","Davis, Georgette; DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,76,,680,Level 8,Mid or Above Grade Level,96,5,1375L,1275L-1425L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,714,Level 10,Mid or Above Grade Level,665,Late 7,Mid or Above Grade Level,686,Level 9,Mid or Above Grade Level,646,Mid 7,Mid or Above Grade Level,18,4,14,450,129,632,Not Provided
iReady 4,ELA,1192021,1,2022-2023,Enrolled,male,,Black or African American,,,,,ESL Grade 1 - Dougherty - Period 13-6329fc7de51efa2b5b21c3af; Homeroom 1 - Lubrano - Homeroom-62c47c737082816f437258e7; Mathematics 1 - Lubrano - Period 11-62f693a71f27ae5a02559a0f; Reading 1 - Lubrano - Period 3-6310fd89fe1443337c6880d4; Science 1 - Kim - Period 13-62fa506e8914f13d8a6cb7fd; Small Group Instruction/What I Need 1 - Lubrano - Period 15-631f599cfe910d50ae362f27; Small Group Instruction/What I Need 1 - Lubrano - Period 6-631f446617bc886bc57da6b0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0e,"Brady, Jacquelyn; Dougherty, Erin; Gonzalez Giraldo, Isabella; Kim, Yuri; Lubrano, Alice; McMillan, Sharone; Medina, Margarita; Peralta, Britany; Zalot, Amy",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Catapult Tutoring- Original; PS ESL; Primary School; Updated Catapult Tutoring,06/06/2023,06/06/2023,N,Y,27,,372,Level K,1 Grade Level Below,6,1,BR390L,BR400L-BR340L,376,Level K,1 Grade Level Below,410,Level K,1 Grade Level Below,362,Level K,1 Grade Level Below,383,Level K,1 Grade Level Below,348,Level K,1 Grade Level Below,349,Level K,1 Grade Level Below,348,Level K,1 Grade Level Below,38,54,96,70,40,458,Y
iReady 4,ELA,1262023,K,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom K - Eugene - Homeroom PS-62c47c737082816f437258e1; Mathematics K - Eugene - Period 14-62f693766c6b433381175d31; Reading K - Eugene - Period 5-62fa4e36c252017f1f56294b; Science K - Eugene - Period 10-62fbb3244ef1494353591b4e; Small Group Instruction/What I Need K - Eugene - Period 13-62fa51354736b34e5e7da824; Small Group Instruction/What I Need K - Eugene - Period 3-62fa5465035865068d0f3f81; Structured Play K - Gonzalez Giraldo - Period 11-62f693766c6b433381175d2d,"Brady, Jacquelyn; Eugene, Christina; Gonzalez Giraldo, Isabella; Mason, Sesheni",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,40,,372,Early K,Early On Grade Level,25,3,BR390L,BR400L-BR340L,377,Early / Mid K,Early On Grade Level,370,Early K,Early On Grade Level,361,Emerging K,1 Grade Level Below,347,Emerging K,1 Grade Level Below,390,Early K,Early On Grade Level,380,Early K,Early On Grade Level,399,Mid / Late K,Mid or Above Grade Level,30,49,67,61,45,396,N
iReady 4,ELA,1202021,1,2022-2023,Enrolled,female,,Black or African American,,,,,Homeroom 1 - Witherspoon - Homeroom PS-62c47c737082816f437258e6; Mathematics 1 - Brown - Period 11-62f693a71f27ae5a02559a11; Reading 1 - Witherspoon - Period 3-6310fe798c898d0b4e58c1b6; Science 1 - Witherspoon - Period 13-62fa506e8914f13d8a6cb7fc; Small Group Instruction/What I Need 1 - Witherspoon - Period 15-631f5afc66139f557d26d39d; Small Group Instruction/What I Need 1 - Witherspoon - Period 6-631f45525177f037c8034eab; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0c,"Brady, Jacquelyn; Brown, Taphenese; Gonzalez Giraldo, Isabella; McMillan, Sharone; Witherspoon, Genevee; Wright, Ryan",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Primary School,06/06/2023,06/06/2023,N,Y,35,,425,Level K,1 Grade Level Below,32,1,BR50L,BR150L-0L,437,Early 1,Early On Grade Level,426,Level K,1 Grade Level Below,450,Mid / Late 1,Mid or Above Grade Level,389,Level K,1 Grade Level Below,422,Level K,1 Grade Level Below,409,Level K,1 Grade Level Below,436,Early 1,Early On Grade Level,47,49,67,96,70,458,N
iReady 4,ELA,1212016,6,2022-2023,Enrolled,female,N,Black or African American,,,,,"Current Events 6 - Joyner - Period 9-6392266703323b7435365050; ELA 6 - Campana - Period 3-62fa63c96ac2e61a14296ee5; Homeroom 6 - Erstein - Homeroom MS-62c47c737082816f437258d5; Mathematics 6 - Dougherty - Period 13-630647b14839ae3b4b0b9d2e; Music 6 - Villamil Gomez - Period 9-630654c37e0a833ef607c905; Science 6 - Kelley - Period 11-63064681dbb9dd4f943007a8; Social Studies, History, and Geography 6 - Erstein - Period 7-62fa6a0398e6686c6851842d","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,129,,579,Level 5,1 Grade Level Below,42,3,920L,820L-970L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,559,Level 4,2 Grade Levels Below,590,Level 5,1 Grade Level Below,595,Level 5,1 Grade Level Below,585,Level 5,1 Grade Level Below,31,14,38,221,82,616,Not Provided
iReady 4,ELA,1782015,7,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 5-63923060f10539797e54e91b; ELA 7 - McMillan - Period 3-6306414edec4186a935552a5; Homeroom 7 - Abdul-Quddus - Homeroom MS-62c47c737082816f437258d4; Mathematics 7 - DiPierro - Period 8-630647b14839ae3b4b0b9d2c; Music 7 - Villamil Gomez - Period 6-63065c114d1c76105a6c2efb; Science 7 - Davis - Period 14-63064681dbb9dd4f943007a0; Social Studies, History, and Geography 7 - Erstein - Period 11-63065a5c19a57649536a738a","Davis, Georgette; DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,83,Yellow Rush Flag,622,Early 7,Early On Grade Level,60,4,1115L,1015L-1165L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,652,Mid 7,Mid or Above Grade Level,605,Level 6,1 Grade Level Below,597,Level 6,1 Grade Level Below,611,Early 7,Early On Grade Level,12,6,23,200,52,632,Not Provided
iReady 4,ELA,1272023,5,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,ESL Grades 3-5 - Desai - Period 9-632b41a7ff6b9b607821f1b8; Homeroom 5 - Yentema - Homeroom IS-62c47c737082816f437258d6; Mathematics 5 - Crowell - Period 8-62f2b003e760951681540015; Reading 5 - Yentema - Period 11-62f2b003e760951681540004; Science 5 - Yentema - Period 7-62f2b003e76095168153fff9; Small Group Instruction/What I Need 5 - Yentema - Period 5-62f6a39a9d2533345d748d90,"Crowell, Siani; Desai, Laura; Moore, Andrea; Yentema, Jessica",5th Grade Reading; All IS Reading; Catapult Tutoring with Added Students,06/06/2023,06/06/2023,N,Y,203,,564,Level 4,1 Grade Level Below,39,3,850L,750L-900L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,507,Level 3,2 Grade Levels Below,598,Early 5,Early On Grade Level,606,Mid 5,Mid or Above Grade Level,593,Early 5,Early On Grade Level,11,16,30,69,37,609,Not Provided
iReady 4,ELA,1932018,7,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Current Events 7 - Joyner - Period 13-63923111e86fa7519d6ba851; ELA 7 - McMillan - Period 13-6306414edec4186a935552a2; Homeroom 7 - Fergusson - Homeroom MS-62c47c737082816f437258cf; Mathematics 7 - DiPierro - Period 5-630647b14839ae3b4b0b9d2a; Music 7 - Villamil Gomez - Period 10-63065c114d1c76105a6c2efa; Science 7 - Kelley - Period 8-63064681dbb9dd4f943007a4; Social Studies, History, and Geography 7 - Henry - Period 3-63065a5c19a57649536a7388","DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,83,,638,Mid 7,Mid or Above Grade Level,75,5,1185L,1085L-1235L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,628,Early 7,Early On Grade Level,643,Mid 7,Mid or Above Grade Level,631,Early 7,Early On Grade Level,657,Late 7,Mid or Above Grade Level,23,6,23,383,100,632,Not Provided
iReady 4,ELA,32352031,8,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Current Events 8 - Joyner - Period 3-639232737ef25c47d65fbeb4; ELA 8 - Fergusson - Period 11-6306414edec4186a935552a1; Homeroom 8 - Henry - Homeroom MS-62c47c737082816f437258ce; Mathematics 8 - Nelson - Period 7-6307bc3276048d5eab5c5f18; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef6; Science 8 - Davis - Period 3-63064681dbb9dd4f943007a6; Social Studies, History, and Geography 8 - Henry - Period 5-63065a5c19a57649536a7385","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",All MS Students,06/06/2023,06/06/2023,N,Y,125,,623,Early 8,Early On Grade Level,51,4,1115L,1015L - 1165L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,637,Early 8,Early On Grade Level,617,Level 7,1 Grade Level Below,633,Early 8,Early On Grade Level,600,Level 7,1 Grade Level Below,51,18,50,283,102,642,Not Provided
iReady 4,ELA,32352032,8,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Current Events 8 - Joyner - Period 3-639232737ef25c47d65fbeb4; ELA 8 - Fergusson - Period 11-6306414edec4186a935552a1; Homeroom 8 - Henry - Homeroom MS-62c47c737082816f437258ce; Mathematics 8 - Nelson - Period 7-6307bc3276048d5eab5c5f18; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef6; Science 8 - Davis - Period 3-63064681dbb9dd4f943007a6; Social Studies, History, and Geography 8 - Henry - Period 5-63065a5c19a57649536a7385","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",All MS Students,06/07/2023,06/07/2023,N,Y,53,Red Rush Flag,530,Level 3,3 or More Grade Levels Below,9,3,695L,595L - 745L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,573,Level 5,3 or More Grade Levels Below,508,Level 3,3 or More Grade Levels Below,535,Level 3,3 or More Grade Levels Below,479,Level 2,3 or More Grade Levels Below,74,18,50,411,148,642,Not Provided
iReady 4,ELA,2072019,2,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,ESL Grade 2 - Dougherty - Period 10-6329fe7fb03eb90ba77c5d04; Homeroom 2 - Zalot - Homeroom PS-62c47c737082816f437258e2; Mathematics 2 - Wright - Period 5-62f693c16b50b95cca1b4ffa; Reading 2 - Zalot - Period 13-63110145716749135e754645; Science 2 - Del Rosario - Period 3-62fa506e8914f13d8a6cb7fb; Small Group Instruction/What I Need 2 - Zalot - Period 11-631f46a61fd27826215332fd; Structured Play 2 - Gonzalez Giraldo - Period 6-62f693c16b50b95cca1b4ff6,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Dougherty, Erin; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2nd Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Catapult Tutoring- Original; PS ESL; Primary School,06/06/2023,06/06/2023,N,Y,70,,472,Level 1,1 Grade Level Below,27,1,430L,330L-480L,,Tested Out,Mid or Above Grade Level,462,Level 1,1 Grade Level Below,462,Level 2,Early On Grade Level,484,Level 1,1 Grade Level Below,475,Level 1,1 Grade Level Below,435,Level 1,1 Grade Level Below,525,Mid 2,Mid or Above Grade Level,51,39,53,131,96,513,N
iReady 4,ELA,1242014,7,2022-2023,Enrolled,female,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 13-63923111e86fa7519d6ba851; ELA 7 - McMillan - Period 13-6306414edec4186a935552a2; Homeroom 7 - Fergusson - Homeroom MS-62c47c737082816f437258cf; Mathematics 7 - DiPierro - Period 5-630647b14839ae3b4b0b9d2a; Music 7 - Villamil Gomez - Period 10-63065c114d1c76105a6c2efa; Science 7 - Kelley - Period 8-63064681dbb9dd4f943007a4; Social Studies, History, and Geography 7 - Henry - Period 3-63065a5c19a57649536a7388","DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,110,,588,Level 6,1 Grade Level Below,37,3,960L,860L-1010L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,600,Level 6,1 Grade Level Below,583,Level 6,1 Grade Level Below,577,Level 5,2 Grade Levels Below,588,Level 6,1 Grade Level Below,18,12,37,150,49,632,Not Provided
iReady 4,ELA,1252014,8,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 8 - Joyner - Period 3-639232737ef25c47d65fbeb4; ELA 8 - Fergusson - Period 11-6306414edec4186a935552a1; Homeroom 8 - Henry - Homeroom MS-62c47c737082816f437258ce; Mathematics 8 - Nelson - Period 7-6307bc3276048d5eab5c5f18; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef6; Science 8 - Davis - Period 3-63064681dbb9dd4f943007a6; Social Studies, History, and Geography 8 - Henry - Period 5-63065a5c19a57649536a7385","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students; MS 504; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,66,,611,Level 7,1 Grade Level Below,41,3,1065L,965L - 1115L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,596,Level 7,1 Grade Level Below,619,Level 7,1 Grade Level Below,612,Level 7,1 Grade Level Below,625,Early 8,Early On Grade Level,0,4,22,0,0,642,Not Provided
iReady 4,ELA,1222016,6,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 6 - Joyner - Period 11-639227b3531f4e0adb7df1fa; ELA 6 - Campana - Period 11-62fa64519a95ca616659d131; Homeroom 6 - Kelley - Homeroom MS-62c47c737082816f437258d3; Mathematics 6 - Dougherty - Period 8-630647b14839ae3b4b0b9d2f; Music 6 - Villamil Gomez - Period 11-630654c37e0a833ef607c904; Science 6 - Kelley - Period 3-63064681dbb9dd4f943007a7; Social Studies, History, and Geography 6 - Erstein - Period 5-62fa6aa01d3889622b1e15eb","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,151,,540,Level 3,3 or More Grade Levels Below,20,3,740L,640L-790L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,523,Level 3,3 or More Grade Levels Below,549,Level 4,2 Grade Levels Below,550,Level 4,2 Grade Levels Below,549,Level 4,2 Grade Levels Below,13,19,51,68,25,616,Not Provided
iReady 4,ELA,1212021,1,2022-2023,Enrolled,male,,White,,,,,Homeroom 1 - Lubrano - Homeroom-62c47c737082816f437258e7; Mathematics 1 - Lubrano - Period 11-62f693a71f27ae5a02559a0f; Reading 1 - Lubrano - Period 3-6310fd89fe1443337c6880d4; Science 1 - Kim - Period 13-62fa506e8914f13d8a6cb7fd; Small Group Instruction/What I Need 1 - Lubrano - Period 15-631f599cfe910d50ae362f27; Small Group Instruction/What I Need 1 - Lubrano - Period 6-631f446617bc886bc57da6b0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0e,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Lubrano, Alice; McMillan, Sharone; Medina, Margarita; Peralta, Britany; Zalot, Amy",1st Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,47,Yellow Rush Flag,472,Mid 1,Mid or Above Grade Level,63,5,255L,155L-305L,474,Late 1,Mid or Above Grade Level,502,Level 2,Mid or Above Grade Level,476,Level 2,Mid or Above Grade Level,498,Late 1,Mid or Above Grade Level,438,Early 1,Early On Grade Level,444,Early 1,Early On Grade Level,433,Level K,1 Grade Level Below,76,49,67,155,113,458,N
iReady 4,ELA,1182017,5,2022-2023,Enrolled,male,N,Black or African American,,,,,Homeroom 5 - Nance - Homeroom IS-62c47c737082816f437258d8; Mathematics 5 - Crowell - Period 11-62f2b003e760951681540019; Reading 5 - Nance - Period 3-62f2b003e760951681540003; Science 5 - Nance - Period 8-62f2b003e76095168153fffc; Small Group Instruction/What I Need 5 - Nance - Period 5-62f6a39a9d2533345d748d91,"Alfonse, Emily; Crowell, Siani; Lewis, Bridget; Moore, Andrea; Nance, Shanae",5th Grade Reading; All IS Reading,06/08/2023,06/08/2023,N,Y,71,,633,Late 5,Mid or Above Grade Level,89,5,1165L,1065L-1215L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,624,Mid 5,Mid or Above Grade Level,638,Late 5,Mid or Above Grade Level,640,Late 5,Mid or Above Grade Level,635,Late 5,Mid or Above Grade Level,35,13,25,269,140,609,Not Provided
iReady 4,ELA,1222021,1,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,64,,451,Early 1,Early On Grade Level,48,5,120L,20L-170L,473,Late 1,Mid or Above Grade Level,449,Early 1,Early On Grade Level,456,Mid / Late 1,Mid or Above Grade Level,439,Early 1,Early On Grade Level,447,Early 1,Early On Grade Level,440,Early 1,Early On Grade Level,454,Early 1,Early On Grade Level,31,49,67,63,46,458,N
iReady 4,ELA,1192017,4,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 4 - Shugars - Homeroom IS-62c47c737082816f437258dd; Mathematics 4 - Turner - Period 3-62f2b003e76095168154001a; Reading 4 - Shugars - Period 13-62f2b003e76095168154000e; Science 4 - Shugars - Period 7-62f2b003e76095168153fffe; Small Group Instruction/What I Need 4 - Shugars - Period 11-62f6a39a9d2533345d748d8c,"Moore, Andrea; Shugars, Emily; Turner, Inayah",4th Grade Reading; All IS Reading; Hocker ELA; IS IEP; IS SPED,06/06/2023,06/08/2023,N,Y,55,,616,Late 4,Mid or Above Grade Level,90,5,1085L,985L-1135L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,611,Late 4,Mid or Above Grade Level,619,Late 4,Mid or Above Grade Level,615,Late 4,Mid or Above Grade Level,622,Late 4,Mid or Above Grade Level,33,12,20,275,165,579,Not Provided
iReady 4,ELA,1252020,2,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 2 - Zalot - Homeroom PS-62c47c737082816f437258e2; Mathematics 2 - Wright - Period 5-62f693c16b50b95cca1b4ffa; Reading 2 - Zalot - Period 13-63110145716749135e754645; Science 2 - Del Rosario - Period 3-62fa506e8914f13d8a6cb7fb; Small Group Instruction/What I Need 2 - Zalot - Period 11-631f46a61fd27826215332fd; Structured Play 2 - Gonzalez Giraldo - Period 6-62f693c16b50b95cca1b4ff6,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2nd Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Catapult Tutoring- Original; Primary School,06/06/2023,06/06/2023,N,Y,28,,445,Level 1,1 Grade Level Below,16,1,310L,210L-360L,,Tested Out,Mid or Above Grade Level,451,Level 1,1 Grade Level Below,483,Level 2,Early On Grade Level,456,Level 1,1 Grade Level Below,417,Level K,2 Grade Levels Below,392,Level K,2 Grade Levels Below,436,Level 1,1 Grade Level Below,83,44,81,189,102,513,Y
iReady 4,ELA,1202017,5,2022-2023,Enrolled,male,N,Black or African American,,,,,Homeroom 5 - Yentema - Homeroom IS-62c47c737082816f437258d6; Mathematics 5 - Crowell - Period 8-62f2b003e760951681540015; Reading 5 - Yentema - Period 11-62f2b003e760951681540004; Science 5 - Yentema - Period 7-62f2b003e76095168153fff9; Small Group Instruction/What I Need 5 - Yentema - Period 5-62f6a39a9d2533345d748d90,"Crowell, Siani; Moore, Andrea; Yentema, Jessica",5th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,93,,516,Level 3,2 Grade Levels Below,13,3,630L,530L-680L,,Tested Out,Mid or Above Grade Level,570,Max Score,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,512,Level 3,2 Grade Levels Below,502,Level 3,2 Grade Levels Below,526,Level 3,2 Grade Levels Below,477,Level 2,3 or More Grade Levels Below,16,20,47,80,34,609,Not Provided
